city,country,latitude,longitude,temperature,humidity,cloudiness,wind_speed
kyshtovka,ru,57,77,1.34,100.0,68.0,5.88
lumby,ca,50,-119,11.0,32.0,90.0,8.7
shitkino,ru,57,99,12.69,46.0,8.0,1.93
nobres,br,-15,-56,21.79,81.0,8.0,1.18
seymchan,ru,63,153,0.84,89.0,88.0,2.63
padrauna,in,27,84,30.69,24.0,0.0,1.93
langenburg,ca,51,-102,5.59,81.0,76.0,7.03
hulan,cn,46,127,11.0,66.0,40.0,4.1
pokhara,np,31,85,20.99,55.0,0.0,1.08
nizhniy bestyakh,ru,62,130,3.0,47.0,0.0,2.0
sao domingos,br,-13,-46,23.44,65.0,24.0,4.78
prachuap khiri khan,th,11,101,29.69,77.0,12.0,1.38
sennoy,ru,52,47,7.19,96.0,92.0,7.73
regina,ca,50,-105,15.0,58.0,90.0,9.3
hendaye,fr,44,-2,16.86,52.0,0.0,2.6
wisconsin rapids,us,44,-90,6.26,55.0,1.0,1.5
guerande,fr,47,-3,11.38,81.0,0.0,4.1
namtsy,ru,63,130,3.59,60.0,24.0,2.43
temple,us,31,-97,18.78,100.0,40.0,5.7
nouna,bf,13,-4,21.99,90.0,8.0,2.53
salamanca,cl,-32,-70,10.49,95.0,92.0,1.23
luzino,ru,55,73,1.0,100.0,75.0,7.0
luwuk,id,-2,123,27.09,100.0,12.0,1.13
orel,ru,53,36,15.0,51.0,0.0,3.1
koeru,ee,59,26,4.94,71.0,0.0,6.58
concord,us,38,-122,21.07,39.0,1.0,3.6
kavalerovo,ru,44,135,10.24,46.0,36.0,2.78
valle de allende,mx,27,-105,19.79,35.0,68.0,0.98
saint-paul-les-dax,fr,44,-1,16.24,87.0,0.0,1.83
forrest city,us,35,-91,20.54,52.0,92.0,3.6
wewak,pg,-3,144,29.19,79.0,56.0,1.28
fare,pf,-13,-150,27.34,100.0,56.0,4.33
plouzane,fr,47,-7,11.48,87.0,0.0,3.1
grand-bourg,gp,16,-61,24.0,78.0,40.0,2.1
bhikangaon,in,22,76,30.69,22.0,0.0,1.78
santa engracia,mx,24,-99,13.0,82.0,0.0,1.0
barra do garcas,br,-14,-53,20.99,85.0,0.0,1.13
bestobe,kz,53,73,12.94,78.0,76.0,6.43
ladario,br,-19,-57,12.49,83.0,80.0,0.98
verkhnyaya khava,ru,52,40,7.0,65.0,40.0,7.0
elk grove village,us,42,-88,7.63,28.0,90.0,3.1
morro da fumaca,br,-29,-49,21.04,100.0,44.0,1.68
ayr,au,-20,147,8.69,66.0,20.0,1.0
lyaskelya,ru,62,31,-1.87,88.0,36.0,3.43
novoseleznevo,ru,56,69,-3.72,94.0,0.0,3.48
bria,cf,7,23,24.44,76.0,0.0,3.53
sondrio,it,46,10,7.4,86.0,0.0,1.0
ures,mx,29,-110,21.79,41.0,100.0,2.43
havre,us,48,-110,13.0,28.0,1.0,11.8
ajaccio,fr,42,8,11.28,87.0,0.0,2.6
melfort,ca,53,-105,5.0,86.0,90.0,6.2
coroata,br,-4,-44,24.79,74.0,12.0,2.08
ocosingo,mx,17,-92,19.94,85.0,48.0,1.18
anton lizardo,mx,20,-95,26.0,83.0,5.0,2.6
maiduguri,ng,12,13,22.24,47.0,0.0,2.08
charters towers,au,-22,145,25.44,80.0,8.0,3.73
wencheng,cn,37,122,27.79,53.0,32.0,1.23
ayolas,py,-28,-57,24.29,78.0,0.0,1.48
santander,es,44,-4,30.0,74.0,20.0,3.1
tzucacab,mx,20,-89,27.29,65.0,36.0,2.33
sikonge,tz,-6,33,21.0,88.0,75.0,1.28
brae,gb,64,1,7.0,93.0,56.0,10.3
salamiyah,sy,35,37,8.64,95.0,12.0,3.03
karasuk,ru,54,78,10.29,91.0,92.0,7.83
oktyabrskiy,ru,53,155,3.32,74.0,75.0,9.0
san alberto,py,-25,-55,22.0,94.0,0.0,2.6
kalevala,ru,65,31,-7.02,84.0,0.0,2.13
lujan,ar,-35,-59,13.44,50.0,56.0,9.53
taraz,kz,43,71,13.0,66.0,0.0,2.0
mucurapo,tt,11,-62,25.0,83.0,20.0,1.5
tsabong,bw,-27,22,11.94,62.0,0.0,1.28
luangwa,zm,-16,30,23.99,65.0,20.0,4.43
doba,td,9,17,23.19,70.0,0.0,1.83
pacific grove,us,30,-132,19.06,55.0,1.0,2.6
uvat,ru,60,69,-5.22,67.0,0.0,1.68
vardo,no,78,35,9.56,30.0,1.0,1.5
leirvik,fo,63,-7,1.0,100.0,12.0,2.6
cortez,us,38,-109,14.0,33.0,1.0,4.6
neman,ru,55,22,19.25,63.0,40.0,3.1
cartagena,co,11,-76,12.04,80.0,64.0,2.28
ampanihy,mg,-28,40,13.69,89.0,8.0,1.23
lianran,cn,25,102,20.0,45.0,0.0,9.0
sept-iles,ca,55,-66,2.0,34.0,40.0,3.1
gorin,ru,52,138,12.67,35.0,20.0,6.2
asenovgrad,bg,42,25,6.0,93.0,0.0,2.6
colon,mx,21,-100,10.1,40.0,90.0,3.1
la palma,pa,5,-80,20.49,87.0,32.0,0.53
marsani,ro,44,24,9.0,87.0,0.0,2.6
kamen-rybolov,ru,45,132,8.79,59.0,0.0,2.83
severnyy-kospashskiy,ru,59,58,-4.82,73.0,92.0,6.08
amla,in,22,78,28.79,29.0,0.0,1.88
rafai,cf,5,24,22.74,95.0,64.0,1.68
orangeville,ca,44,-80,5.64,74.0,1.0,1.43
bahile,ph,10,119,31.0,70.0,20.0,2.1
bajos de haina,do,18,-70,23.0,88.0,40.0,2.6
qovlar,az,41,46,9.0,93.0,90.0,3.1
manzanillo,mx,18,-105,24.64,100.0,32.0,4.03
desaguadero,pe,-17,-69,2.34,83.0,20.0,1.68
safford,us,33,-110,25.0,13.0,1.0,3.1
kjopsvik,no,67,17,3.0,93.0,92.0,2.6
potiskum,ng,12,11,22.44,49.0,36.0,3.48
muscatine,us,42,-91,11.33,37.0,90.0,4.1
karachi,pk,25,67,21.0,40.0,0.0,4.13
jardim,br,2,-35,21.49,87.0,0.0,2.23
shaoyang,cn,27,111,20.79,100.0,92.0,1.43
big spring,us,32,-101,15.57,54.0,40.0,8.2
chunoyar,ru,57,97,9.99,54.0,32.0,2.78
poway,us,33,-117,18.07,55.0,75.0,1.5
hachinohe,jp,41,142,15.79,69.0,56.0,2.83
deputatskiy,ru,68,140,-2.82,84.0,76.0,1.73
sattahip,th,12,101,30.0,70.0,20.0,4.1
letlhakane,bw,-21,26,14.94,72.0,0.0,2.58
kingman,us,36,-114,29.18,14.0,1.0,5.7
xiongyue,cn,40,122,16.19,67.0,92.0,2.28
sibolga,id,1,96,24.59,93.0,80.0,0.53
horki,by,54,31,7.39,65.0,64.0,9.28
great bend,us,38,-99,7.0,93.0,90.0,4.1
pszczyna,pl,50,19,9.72,86.0,0.0,1.0
msanga,tz,-6,36,18.0,100.0,20.0,2.1
honolulu,us,20,-158,26.24,58.0,75.0,6.7
vaihingen,de,49,9,12.0,81.0,0.0,0.5
leninskoye,ru,48,133,10.0,46.0,0.0,7.0
jasper,ca,52,-118,19.7,63.0,44.0,2.68
saint-augustin,ca,50,-60,15.89,72.0,0.0,1.5
yukamenskoye,ru,58,52,1.09,87.0,92.0,7.83
brunico,it,47,12,10.0,81.0,0.0,1.0
aliaga,tr,39,27,30.0,66.0,40.0,2.1
bien hoa,vn,11,107,30.0,74.0,20.0,3.6
gunnedah,au,-31,150,23.0,31.0,32.0,2.1
rolla,us,38,-92,17.01,36.0,1.0,4.1
wajir,ke,1,40,21.94,100.0,92.0,2.68
kouroussa,gn,11,-10,27.19,64.0,0.0,5.58
oriximina,br,1,-55,23.44,98.0,24.0,1.08
pala,td,9,15,27.0,88.0,75.0,0.63
muhos,fi,65,27,0.0,87.0,20.0,2.6
xicotencatl,mx,23,-99,27.09,58.0,0.0,3.98
riihimaki,fi,61,25,5.0,75.0,0.0,4.1
bratsk,ru,56,102,8.0,49.0,8.0,3.0
palmeirais,br,-6,-43,23.79,88.0,20.0,2.33
saint-philippe,re,-35,61,6.21,31.0,1.0,4.1
kajiado,ke,-2,37,16.0,100.0,90.0,2.1
kenai,us,64,-155,9.35,39.0,75.0,6.2
pompeu,br,-19,-45,21.0,37.0,0.0,1.5
longonjo,ao,-12,15,10.94,77.0,0.0,1.13
saryozek,kz,44,78,15.19,27.0,0.0,3.13
chitrakonda,in,18,82,26.99,71.0,0.0,1.43
kikwit,cd,-6,19,22.89,91.0,76.0,1.18
mataram,id,-8,116,28.94,86.0,8.0,1.18
weyburn,ca,50,-104,17.14,33.0,88.0,6.18
sao filipe,cv,11,-28,20.24,100.0,64.0,6.03
westwood,us,41,-74,28.0,48.0,75.0,3.6
fatezh,ru,52,36,6.84,68.0,8.0,7.73
pontes e lacerda,br,-14,-59,23.19,88.0,24.0,1.88
stawell,au,-37,143,22.39,69.0,0.0,1.18
rovnoye,ru,51,46,11.34,64.0,92.0,10.08
goiatuba,br,-18,-50,17.44,71.0,24.0,2.28
aztec,us,37,-108,14.43,25.0,1.0,7.7
nam som,th,18,102,25.79,74.0,40.0,2.1
lingao,cn,19,109,30.69,64.0,24.0,3.03
pamanukan,id,-5,108,29.39,100.0,68.0,3.08
rosarito,mx,29,-121,23.0,94.0,75.0,1.5
semme,sn,15,-13,16.0,51.0,0.0,0.5
zapolyarnyy,ru,69,31,-9.0,78.0,12.0,3.1
panuco,mx,22,-98,24.0,17.0,75.0,5.1
amalfi,co,7,-75,22.04,96.0,36.0,0.78
arlit,ne,19,6,18.69,20.0,0.0,1.68
qeshm,ir,27,56,21.0,88.0,0.0,2.1
korem,et,12,40,13.94,91.0,48.0,0.73
vagur,fo,60,-6,7.79,96.0,92.0,8.98
phonhong,la,19,103,29.0,74.0,40.0,2.1
mahajanga,mg,-16,44,24.99,100.0,24.0,5.78
inverell,au,-30,151,20.49,64.0,8.0,2.53
brazzaville,cg,-4,15,24.0,88.0,0.0,1.5
laurel,us,46,-109,19.0,39.0,20.0,3.6
crixas,br,-14,-50,22.14,78.0,0.0,1.28
stolac,ba,43,18,10.19,87.0,0.0,0.5
sirjan,ir,29,56,8.54,53.0,0.0,1.43
alamor,ec,-4,-80,26.0,69.0,75.0,1.5
puerto asis,co,0,-76,21.89,94.0,100.0,1.18
andra,ru,63,66,-10.62,72.0,12.0,1.38
gaillac,fr,44,2,15.0,62.0,0.0,1.0
lerik,az,39,48,6.59,100.0,90.0,2.1
bicester,gb,52,-1,13.98,82.0,75.0,2.6
otradnoye,ru,44,147,2.0,80.0,75.0,4.0
minna,ng,10,7,24.29,88.0,8.0,2.23
salmo,ca,49,-117,12.0,46.0,75.0,1.5
nalgonda,in,17,79,32.34,53.0,0.0,2.28
buluang,ph,13,119,31.0,66.0,20.0,3.1
amuntai,id,-2,115,30.54,77.0,20.0,1.28
balikpapan,id,-1,116,29.09,100.0,8.0,1.08
monte alegre,br,-2,-54,22.99,98.0,24.0,1.43
vendome,fr,48,1,14.12,32.0,1.0,5.7
myaundzha,ru,64,147,-2.07,72.0,36.0,1.68
kayerkan,ru,70,87,-14.62,89.0,48.0,6.38
langsa,id,5,99,26.44,98.0,24.0,1.08
shepetivka,ua,50,27,6.69,65.0,0.0,3.93
kolpashevo,ru,58,83,5.49,99.0,92.0,5.33
kunya,ru,56,31,30.0,42.0,0.0,4.6
harpanahalli,in,15,76,28.99,59.0,0.0,4.68
khislavichi,ru,54,32,6.49,64.0,64.0,8.93
zaozerne,ua,44,32,4.94,71.0,0.0,3.48
sriperumbudur,in,13,80,29.0,83.0,20.0,3.1
amursk,ru,50,137,4.84,97.0,88.0,2.48
voyinka,ua,46,34,11.04,73.0,20.0,7.48
vieste,it,42,16,14.64,100.0,0.0,0.98
ledyard,us,43,-94,8.75,34.0,1.0,3.6
craigieburn,au,-37,145,19.91,56.0,20.0,1.5
kyzyl-suu,kg,42,78,6.19,92.0,0.0,0.83
zykovo,ru,54,45,2.09,82.0,88.0,13.78
kribi,cm,3,10,25.19,94.0,92.0,1.08
yingcheng,cn,24,114,24.0,83.0,40.0,4.0
catumbela,ao,-13,14,16.59,96.0,0.0,0.93
yima,cn,35,112,15.79,99.0,92.0,3.18
katete,zm,-15,32,17.49,90.0,88.0,1.38
butterworth,za,-33,29,28.14,74.0,75.0,1.0
birobidzhan,ru,49,133,12.79,26.0,0.0,4.38
chaihe,cn,45,130,10.84,45.0,0.0,2.08
fayetteville,us,36,-94,11.0,100.0,90.0,2.1
naples,us,26,-82,25.97,57.0,20.0,3.1
gamboma,cg,-2,16,20.59,98.0,44.0,2.08
takab,ir,36,47,6.39,83.0,88.0,2.33
pemba,mz,-12,41,27.44,100.0,8.0,9.23
ulkan,ru,57,108,9.99,52.0,44.0,3.03
chama,zm,-11,33,17.74,86.0,0.0,2.83
kolyvan,ru,56,82,10.0,46.0,0.0,7.0
ust-tsilma,ru,67,50,-8.57,76.0,32.0,0.78
kishi,ng,9,4,23.49,89.0,24.0,4.13
bacalar,mx,19,-88,27.0,83.0,40.0,5.1
krasnyy bogatyr,ru,56,41,1.29,86.0,92.0,13.53
yantzaza,ec,-4,-78,16.44,100.0,92.0,0.78
bogandinskiy,ru,57,66,-2.0,58.0,0.0,3.0
mingaora,pk,35,73,11.44,66.0,0.0,1.03
chisec,gt,16,-90,20.34,93.0,76.0,0.83
were ilu,et,11,39,11.34,88.0,76.0,0.88
chulym,ru,55,81,13.24,54.0,76.0,9.63
gofitskoye,ru,45,43,1.34,84.0,8.0,1.28
los zacatones,mx,23,-102,24.0,17.0,75.0,5.1
aripuana,br,-10,-61,24.24,96.0,12.0,0.88
palu,id,1,120,25.74,74.0,36.0,0.78
bonthe,sl,7,-13,25.59,92.0,24.0,1.93
shizuishan,cn,39,106,18.69,48.0,32.0,1.53
norton shores,us,43,-87,6.33,35.0,1.0,1.28
suleja,ng,9,7,22.99,94.0,56.0,2.08
youhao,cn,48,129,11.64,35.0,0.0,1.63
utica,us,43,-75,3.0,51.0,1.0,1.73
zabid,ye,13,43,10.49,83.0,48.0,0.93
kholmy,ua,52,33,6.69,59.0,0.0,6.93
nyimba,zm,-15,31,20.84,72.0,20.0,2.13
pervouralsk,ru,57,60,-2.0,68.0,0.0,2.0
fraserburgh,gb,58,-2,8.0,93.0,90.0,4.1
bhinga,in,28,82,29.64,21.0,0.0,1.98
ha noi,vn,21,106,25.0,94.0,75.0,3.6
caravelas,br,-20,-31,25.79,100.0,80.0,5.93
xinyu,cn,28,115,26.79,75.0,88.0,5.23
frederiksvaerk,dk,56,12,4.33,86.0,0.0,2.1
conceicao da barra,br,-19,-39,24.64,90.0,64.0,4.48
polessk,ru,55,21,6.0,81.0,0.0,4.0
sainte-suzanne,re,-20,56,10.71,76.0,12.0,2.1
vyshestebliyevskaya,ru,45,37,11.0,93.0,44.0,6.0
magaria,ne,13,9,24.09,58.0,0.0,1.43
kantang,th,7,99,26.0,94.0,20.0,1.0
linkoping,se,58,16,5.65,70.0,0.0,3.1
whyalla,au,-34,137,32.0,19.0,0.0,6.7
puerto carreno,co,7,-68,19.09,100.0,92.0,2.13
vryburg,za,-27,25,7.99,71.0,0.0,1.28
sandpoint,us,48,-116,10.01,45.0,75.0,1.5
saposoa,pe,-7,-77,24.0,88.0,20.0,0.93
bhadra,in,29,75,24.69,32.0,0.0,2.03
lazaro cardenas,mx,12,-106,22.0,12.0,40.0,4.1
nguruka,tz,-5,31,18.29,98.0,36.0,2.23
glasgow,us,37,-86,9.08,87.0,20.0,1.0
tandlianwala,pk,31,73,22.79,55.0,0.0,2.08
medina del campo,es,41,-5,11.34,96.0,68.0,1.63
telimele,gn,11,-13,20.69,90.0,0.0,1.73
si bun ruang,th,17,102,29.0,74.0,0.0,1.78
dapaong,tg,11,0,25.04,73.0,12.0,2.93
dourbali,td,12,16,21.39,66.0,0.0,1.43
zaragoza,es,41,-1,13.0,82.0,0.0,1.0
ewa beach,us,15,-160,26.24,61.0,75.0,4.1
tiznit,ma,27,-11,13.29,83.0,44.0,2.48
rach gia,vn,10,105,29.94,93.0,0.0,2.03
pontal do parana,br,-26,-48,17.77,87.0,0.0,1.0
suozhen,cn,37,118,11.84,100.0,100.0,9.03
mairana,bo,-18,-64,12.69,91.0,20.0,1.43
leczyca,pl,52,19,4.0,86.0,0.0,2.98
sungairaya,id,1,107,28.54,88.0,36.0,1.48
bilibino,ru,69,164,2.54,66.0,8.0,1.38
eureka,us,41,-129,12.5,71.0,1.0,5.7
caohai,cn,27,104,19.69,65.0,20.0,1.68
deer lake,ca,50,-58,1.0,80.0,90.0,3.1
kruisfontein,za,-87,30,14.34,91.0,0.0,4.33
suzun,ru,54,82,12.79,57.0,80.0,6.38
puksoozero,ru,63,41,-6.67,77.0,0.0,7.08
lomovka,ru,54,58,-3.0,92.0,40.0,2.0
cangzhou,cn,38,117,10.74,100.0,100.0,10.38
petit goave,ht,18,-73,21.54,100.0,12.0,1.43
kagadi,ug,1,31,23.04,100.0,80.0,1.98
ziro,in,29,93,14.29,100.0,92.0,0.53
fallon,us,39,-117,18.0,36.0,1.0,7.7
maralal,ke,1,37,15.84,94.0,88.0,1.38
norsup,vu,-17,165,27.99,83.0,80.0,2.68
thunder bay,ca,47,-90,1.0,74.0,5.0,2.6
huaicheng,cn,24,112,23.49,94.0,92.0,3.03
weiser,us,45,-116,18.0,31.0,1.0,8.7
great falls,us,47,-111,12.08,27.0,1.0,6.2
karakol,kg,42,79,3.14,78.0,0.0,1.18
yarada,in,14,86,30.09,95.0,36.0,6.73
borgarnes,is,65,-22,4.0,100.0,0.0,2.6
maicao,co,11,-72,27.19,77.0,44.0,6.88
dombarovskiy,ru,49,60,3.44,100.0,80.0,3.03
greymouth,nz,-42,171,14.19,90.0,0.0,2.13
kokkola,fi,64,23,1.0,92.0,90.0,1.5
turbat,pk,27,64,21.14,36.0,0.0,1.28
bartlesville,us,37,-96,9.21,87.0,90.0,4.1
gerash,ir,27,54,17.0,39.0,0.0,1.03
balaka,mw,-15,35,15.99,97.0,56.0,1.48
yuli,tw,23,123,25.49,64.0,24.0,4.73
ananas,br,-6,-48,17.94,97.0,36.0,1.18
uusikaupunki,fi,60,21,4.0,78.0,56.0,3.6
honningsvag,no,79,26,-3.0,79.0,0.0,1.0
mirnyy,ru,62,114,1.94,76.0,80.0,9.78
schruns,at,47,10,3.87,93.0,0.0,0.5
creston,ca,49,-116,10.03,42.0,1.0,4.1
jorpeland,no,59,6,1.92,100.0,20.0,1.0
malacacheta,br,-18,-42,18.19,79.0,44.0,3.18
ichhawar,in,23,77,30.54,21.0,0.0,2.38
elk point,ca,54,-111,6.0,100.0,90.0,5.7
pirenopolis,br,-16,-49,19.0,72.0,0.0,3.6
santa fe,cu,21,-82,22.44,95.0,0.0,3.33
mersing,my,3,105,29.89,84.0,20.0,1.88
los andes,cl,-33,-70,17.0,59.0,0.0,3.1
wuan,cn,37,114,21.69,100.0,92.0,4.18
sao sebastiao,br,-26,-45,24.59,96.0,44.0,2.13
tysmenytsya,ua,49,25,15.0,58.0,0.0,3.0
smidovich,ru,48,134,12.99,23.0,0.0,4.83
banyo,cm,6,12,17.49,91.0,32.0,1.53
sumbe,ao,-11,13,24.34,100.0,12.0,2.18
sistranda,no,66,7,5.0,93.0,75.0,4.6
balingasay,ph,17,119,30.79,83.0,0.0,1.78
jiupu,cn,41,123,15.34,74.0,92.0,2.53
california city,us,35,-118,25.86,6.0,1.0,3.1
weston,us,45,-89,9.51,34.0,1.0,2.6
gualaco,hn,15,-86,26.0,74.0,75.0,1.5
erdaojiang,cn,42,126,11.39,96.0,92.0,1.43
barillas,gt,16,-91,13.0,82.0,0.0,1.0
maymyo,mm,22,97,31.0,58.0,75.0,3.6
latung,ph,5,121,28.19,83.0,32.0,1.63
mora,cm,11,14,-0.17,78.0,8.0,2.53
panshi,cn,43,126,13.24,68.0,0.0,5.28
tayshet,ru,56,98,13.24,43.0,24.0,2.23
catalao,br,-18,-48,17.19,73.0,8.0,1.43
mpanda,tz,-6,31,17.49,99.0,76.0,1.38
moctezuma,mx,30,-109,19.99,26.0,92.0,0.98
ushumun,ru,52,126,11.29,29.0,0.0,1.63
fonte boa,br,-3,-66,22.99,98.0,48.0,1.18
ubauro,pk,28,70,24.04,36.0,0.0,5.03
dakar,sn,15,-19,19.14,96.0,0.0,6.18
buritizeiro,br,-17,-45,21.64,68.0,88.0,3.73
carahue,cl,-39,-74,13.94,96.0,92.0,5.58
patrocinio,br,-19,-47,28.64,92.0,44.0,2.23
noumea,nc,-25,164,30.0,58.0,0.0,5.7
lugovoy,ru,61,66,-6.52,69.0,0.0,1.53
ushuaia,ar,-90,-42,4.0,86.0,40.0,8.2
maykor,ru,59,56,-3.72,72.0,92.0,7.33
stepankovice,cz,50,18,12.0,81.0,0.0,0.5
puerto colombia,co,11,-75,26.0,88.0,75.0,6.2
orchard homes,us,47,-115,12.0,30.0,1.0,5.7
lorengau,pg,7,149,30.24,92.0,36.0,4.08
hirtshals,dk,58,10,6.34,93.0,0.0,6.98
khunti,in,23,85,32.79,32.0,0.0,5.48
mahebourg,mu,-51,81,25.0,83.0,75.0,5.1
kirkwall,gb,59,-2,8.0,93.0,64.0,6.2
kampong thum,kh,13,105,32.09,68.0,8.0,4.08
ahar,ir,38,47,-0.42,99.0,92.0,1.23
kaitangata,nz,-77,176,11.44,72.0,80.0,9.68
kamina,cd,-9,25,16.69,81.0,0.0,1.23
birr,ie,53,-8,8.79,99.0,92.0,4.03
butaritari,ki,5,178,28.84,100.0,0.0,5.73
tual,id,-8,136,27.79,100.0,68.0,4.73
nieves,mx,24,-103,21.69,29.0,92.0,1.18
swellendam,za,-33,21,11.0,87.0,8.0,2.1
jaicos,br,-7,-41,28.14,51.0,80.0,5.58
dogondoutchi,ne,14,4,21.49,57.0,0.0,1.68
biala podlaska,pl,52,23,4.44,73.0,0.0,3.78
brewster,us,42,-70,5.5,80.0,40.0,5.03
honavar,in,14,74,29.44,88.0,0.0,1.18
shellbrook,ca,54,-107,5.0,86.0,75.0,3.1
porto walter,br,-9,-72,22.14,98.0,32.0,0.98
mundgod,in,15,75,26.14,78.0,0.0,1.88
wolsztyn,pl,52,16,3.91,93.0,0.0,0.5
sayyan,ye,15,45,12.94,78.0,76.0,0.33
dinar,tr,38,30,2.8,100.0,0.0,4.1
sukhothai,th,17,100,28.0,78.0,0.0,3.6
delijan,ir,34,51,9.79,54.0,48.0,1.63
baker city,us,43,-119,12.45,30.0,1.0,7.2
kodar,in,17,80,31.69,57.0,32.0,2.78
tazmalt,dz,36,4,14.0,93.0,40.0,5.1
kadhan,pk,24,69,24.84,38.0,0.0,1.93
sassenberg,de,52,8,10.39,87.0,0.0,1.0
changchun,cn,44,125,14.0,33.0,0.0,5.0
otaru,jp,43,141,8.19,83.0,64.0,2.93
fatehpur,in,28,75,22.44,51.0,0.0,2.08
kalispell,us,48,-115,11.0,27.0,1.0,5.1
mudgee,au,-32,150,19.54,75.0,36.0,3.73
yashkul,ru,46,45,6.79,69.0,0.0,6.13
lapua,fi,63,24,1.0,98.0,92.0,4.6
sal rei,cv,16,-21,20.0,72.0,40.0,4.6
yong peng,my,2,103,29.74,89.0,12.0,1.23
uva,ru,57,52,1.99,93.0,92.0,5.83
teahupoo,pf,-20,-150,30.0,70.0,40.0,4.6
vygonichi,ru,53,34,7.0,70.0,0.0,7.0
raipur,in,26,74,32.89,33.0,0.0,2.88
half moon bay,us,34,-131,20.05,76.0,1.0,6.2
fort wellington,gy,7,-57,24.84,100.0,92.0,3.98
loikaw,mm,20,97,28.69,51.0,0.0,1.53
boralday,kz,44,76,13.0,58.0,20.0,1.0
petrov val,ru,50,45,9.09,84.0,92.0,9.33
limulunga,zm,-15,23,18.44,65.0,24.0,1.33
matranovak,hu,48,20,10.09,82.0,0.0,1.33
bonito,br,-21,-57,21.69,84.0,0.0,1.53
tyret pervaya,ru,53,102,10.39,83.0,0.0,2.63
kanigoro,id,-11,112,29.09,94.0,12.0,3.38
ostrovskoye,ru,58,42,0.09,94.0,92.0,10.73
russkiy,ru,43,132,3.04,87.0,20.0,1.93
ilinge,za,-32,27,4.54,81.0,0.0,0.98
pontianak,id,0,109,29.09,91.0,56.0,1.53
temascalcingo,mx,20,-100,11.44,93.0,48.0,0.98
nova serrana,br,-20,-45,20.99,64.0,92.0,3.28
carutapera,br,2,-44,26.19,91.0,76.0,2.98
adre,td,14,22,15.94,25.0,0.0,3.48
